timestamp,bid,ask,volume
2026-06-28 12:36:17.635737+00:00,2347.76,2348.09,7
2026-06-28 12:36:18.135737+00:00,2347.87,2348.07,4
2026-06-28 12:36:18.635737+00:00,2347.87,2348.1,6
2026-06-28 12:36:19.135737+00:00,2347.79,2348.13,5
2026-06-28 12:36:19.635737+00:00,2347.75,2348.05,1
2026-06-28 12:36:20.135737+00:00,2347.72,2347.98,7
2026-06-28 12:36:20.635737+00:00,2347.71,2347.99,3
2026-06-28 12:36:21.135737+00:00,2347.78,2347.98,1
2026-06-28 12:36:21.635737+00:00,2347.76,2348.01,3
2026-06-28 12:36:22.135737+00:00,2347.71,2347.93,3
2026-06-28 12:36:22.635737+00:00,2347.57,2347.86,3
2026-06-28 12:36:23.135737+00:00,2347.67,2348.0,1
2026-06-28 12:36:23.635737+00:00,2347.76,2348.11,6
2026-06-28 12:36:24.135737+00:00,2347.83,2348.11,2
2026-06-28 12:36:24.635737+00:00,2347.91,2348.14,7
2026-06-28 12:36:25.135737+00:00,2347.75,2347.98,2
2026-06-28 12:36:25.635737+00:00,2347.75,2348.04,3
2026-06-28 12:36:26.135737+00:00,2347.8,2348.01,1
2026-06-28 12:36:26.635737+00:00,2347.65,2347.99,5
2026-06-28 12:36:27.135737+00:00,2347.65,2347.85,1
2026-06-28 12:36:27.635737+00:00,2347.57,2347.79,4
2026-06-28 12:36:28.135737+00:00,2347.58,2347.8,3
2026-06-28 12:36:28.635737+00:00,2347.57,2347.8,2
2026-06-28 12:36:29.135737+00:00,2347.63,2347.83,3
2026-06-28 12:36:29.635737+00:00,2347.68,2347.93,6
2026-06-28 12:36:30.135737+00:00,2347.56,2347.87,1
2026-06-28 12:36:30.635737+00:00,2347.61,2347.82,3
2026-06-28 12:36:31.135737+00:00,2347.47,2347.76,4
2026-06-28 12:36:31.635737+00:00,2347.52,2347.81,5
2026-06-28 12:36:32.135737+00:00,2347.61,2347.85,6
2026-06-28 12:36:32.635737+00:00,2347.55,2347.79,5
2026-06-28 12:36:33.135737+00:00,2347.43,2347.78,5
2026-06-28 12:36:33.635737+00:00,2347.46,2347.75,5
2026-06-28 12:36:34.135737+00:00,2347.46,2347.75,1
2026-06-28 12:36:34.635737+00:00,2347.54,2347.77,4
2026-06-28 12:36:35.135737+00:00,2347.47,2347.85,6
2026-06-28 12:36:35.635737+00:00,2347.74,2347.97,1
2026-06-28 12:36:36.135737+00:00,2347.64,2347.86,7
2026-06-28 12:36:36.635737+00:00,2347.65,2347.86,3
2026-06-28 12:36:37.135737+00:00,2347.68,2347.95,1
2026-06-28 12:36:37.635737+00:00,2347.62,2347.9,4
2026-06-28 12:36:38.135737+00:00,2347.73,2347.94,1
2026-06-28 12:36:38.635737+00:00,2347.7,2347.91,3
2026-06-28 12:36:39.135737+00:00,2347.59,2347.83,2
2026-06-28 12:36:39.635737+00:00,2347.61,2347.93,4
2026-06-28 12:36:40.135737+00:00,2347.72,2347.95,3
2026-06-28 12:36:40.635737+00:00,2347.7,2347.99,6
2026-06-28 12:36:41.135737+00:00,2347.64,2347.9,7
2026-06-28 12:36:41.635737+00:00,2347.66,2347.99,6
2026-06-28 12:36:42.135737+00:00,2347.8,2348.04,3
2026-06-28 12:36:42.635737+00:00,2347.69,2348.01,4
2026-06-28 12:36:43.135737+00:00,2347.71,2347.93,7
2026-06-28 12:36:43.635737+00:00,2347.64,2347.85,3
2026-06-28 12:36:44.135737+00:00,2347.56,2347.81,3
2026-06-28 12:36:44.635737+00:00,2347.56,2347.8,5
2026-06-28 12:36:45.135737+00:00,2347.49,2347.77,5
2026-06-28 12:36:45.635737+00:00,2347.55,2347.77,4
2026-06-28 12:36:46.135737+00:00,2347.68,2347.88,3
2026-06-28 12:36:46.635737+00:00,2347.71,2347.94,2
2026-06-28 12:36:47.135737+00:00,2347.81,2348.03,1
2026-06-28 12:36:47.635737+00:00,2347.91,2348.12,3
2026-06-28 12:36:48.135737+00:00,2347.93,2348.16,1
2026-06-28 12:36:48.635737+00:00,2347.77,2348.05,6
2026-06-28 12:36:49.135737+00:00,2347.87,2348.13,3
2026-06-28 12:36:49.635737+00:00,2347.76,2348.04,2
2026-06-28 12:36:50.135737+00:00,2347.72,2347.99,6
2026-06-28 12:36:50.635737+00:00,2347.82,2348.17,1
2026-06-28 12:36:51.135737+00:00,2347.92,2348.15,4
2026-06-28 12:36:51.635737+00:00,2347.72,2348.01,1
2026-06-28 12:36:52.135737+00:00,2347.59,2348.01,6
2026-06-28 12:36:52.635737+00:00,2347.62,2347.88,3
2026-06-28 12:36:53.135737+00:00,2347.74,2347.97,3
2026-06-28 12:36:53.635737+00:00,2347.88,2348.22,3
2026-06-28 12:36:54.135737+00:00,2347.85,2348.07,4
2026-06-28 12:36:54.635737+00:00,2347.68,2347.98,6
2026-06-28 12:36:55.135737+00:00,2347.57,2347.84,5
2026-06-28 12:36:55.635737+00:00,2347.58,2347.87,1
2026-06-28 12:36:56.135737+00:00,2347.56,2347.8,5
2026-06-28 12:36:56.635737+00:00,2347.53,2347.74,5
2026-06-28 12:36:57.135737+00:00,2347.61,2347.91,3
2026-06-28 12:36:57.635737+00:00,2347.62,2347.93,7
2026-06-28 12:36:58.135737+00:00,2347.69,2347.98,6
2026-06-28 12:36:58.635737+00:00,2347.81,2348.07,2
2026-06-28 12:36:59.135737+00:00,2347.72,2348.02,1
2026-06-28 12:36:59.635737+00:00,2347.72,2348.01,5
2026-06-28 12:37:00.135737+00:00,2347.85,2348.19,5
2026-06-28 12:37:00.635737+00:00,2347.99,2348.23,7
2026-06-28 12:37:01.135737+00:00,2348.03,2348.28,3
2026-06-28 12:37:01.635737+00:00,2348.04,2348.3,3
2026-06-28 12:37:02.135737+00:00,2348.0,2348.38,7
2026-06-28 12:37:02.635737+00:00,2348.04,2348.38,7
2026-06-28 12:37:03.135737+00:00,2347.94,2348.22,1
2026-06-28 12:37:03.635737+00:00,2347.77,2348.12,4
2026-06-28 12:37:04.135737+00:00,2347.85,2348.16,4
2026-06-28 12:37:04.635737+00:00,2347.78,2348.02,6
2026-06-28 12:37:05.135737+00:00,2347.68,2347.99,6
2026-06-28 12:37:05.635737+00:00,2347.62,2347.96,4
2026-06-28 12:37:06.135737+00:00,2347.54,2347.83,2
2026-06-28 12:37:06.635737+00:00,2347.63,2347.87,7
2026-06-28 12:37:07.135737+00:00,2347.41,2347.75,6
2026-06-28 12:37:07.635737+00:00,2347.41,2347.65,5
2026-06-28 12:37:08.135737+00:00,2347.52,2347.77,4
2026-06-28 12:37:08.635737+00:00,2347.65,2347.9,1
2026-06-28 12:37:09.135737+00:00,2347.57,2347.91,5
2026-06-28 12:37:09.635737+00:00,2347.6,2347.88,4
2026-06-28 12:37:10.135737+00:00,2347.61,2347.91,5
2026-06-28 12:37:10.635737+00:00,2347.63,2347.97,6
2026-06-28 12:37:11.135737+00:00,2347.62,2347.96,4
2026-06-28 12:37:11.635737+00:00,2347.61,2347.91,1
2026-06-28 12:37:12.135737+00:00,2347.79,2348.1,4
2026-06-28 12:37:12.635737+00:00,2347.91,2348.11,2
2026-06-28 12:37:13.135737+00:00,2347.9,2348.17,6
2026-06-28 12:37:13.635737+00:00,2347.76,2347.99,2
2026-06-28 12:37:14.135737+00:00,2347.78,2348.02,7
2026-06-28 12:37:14.635737+00:00,2347.65,2347.93,2
2026-06-28 12:37:15.135737+00:00,2347.65,2347.86,7
2026-06-28 12:37:15.635737+00:00,2347.61,2347.85,1
2026-06-28 12:37:16.135737+00:00,2347.58,2347.82,5
2026-06-28 12:37:16.635737+00:00,2347.41,2347.68,3
2026-06-28 12:37:17.135737+00:00,2347.45,2347.67,7
2026-06-28 12:37:17.635737+00:00,2347.22,2347.55,1
2026-06-28 12:37:18.135737+00:00,2347.27,2347.57,1
2026-06-28 12:37:18.635737+00:00,2347.31,2347.56,1
2026-06-28 12:37:19.135737+00:00,2347.3,2347.55,1
2026-06-28 12:37:19.635737+00:00,2347.34,2347.55,5
2026-06-28 12:37:20.135737+00:00,2347.37,2347.58,5
2026-06-28 12:37:20.635737+00:00,2347.35,2347.74,5
2026-06-28 12:37:21.135737+00:00,2347.25,2347.55,6
2026-06-28 12:37:21.635737+00:00,2347.35,2347.58,7
2026-06-28 12:37:22.135737+00:00,2347.36,2347.6,6
2026-06-28 12:37:22.635737+00:00,2347.43,2347.69,7
2026-06-28 12:37:23.135737+00:00,2347.29,2347.58,2
2026-06-28 12:37:23.635737+00:00,2347.27,2347.62,1
2026-06-28 12:37:24.135737+00:00,2347.24,2347.51,5
2026-06-28 12:37:24.635737+00:00,2347.36,2347.6,6
2026-06-28 12:37:25.135737+00:00,2347.44,2347.68,4
2026-06-28 12:37:25.635737+00:00,2347.4,2347.63,2
2026-06-28 12:37:26.135737+00:00,2347.48,2347.73,6
2026-06-28 12:37:26.635737+00:00,2347.61,2347.85,4
2026-06-28 12:37:27.135737+00:00,2347.59,2347.91,1
2026-06-28 12:37:27.635737+00:00,2347.66,2347.88,7
2026-06-28 12:37:28.135737+00:00,2347.68,2347.91,6
2026-06-28 12:37:28.635737+00:00,2347.69,2347.95,1
2026-06-28 12:37:29.135737+00:00,2347.7,2347.94,7
2026-06-28 12:37:29.635737+00:00,2347.74,2347.97,1
2026-06-28 12:37:30.135737+00:00,2347.54,2347.81,4
2026-06-28 12:37:30.635737+00:00,2347.54,2347.74,2
2026-06-28 12:37:31.135737+00:00,2347.48,2347.77,7
2026-06-28 12:37:31.635737+00:00,2347.53,2347.78,5
2026-06-28 12:37:32.135737+00:00,2347.54,2347.78,2
2026-06-28 12:37:32.635737+00:00,2347.45,2347.65,7
2026-06-28 12:37:33.135737+00:00,2347.45,2347.66,1
2026-06-28 12:37:33.635737+00:00,2347.31,2347.56,3
2026-06-28 12:37:34.135737+00:00,2347.23,2347.62,7
2026-06-28 12:37:34.635737+00:00,2347.18,2347.48,6
2026-06-28 12:37:35.135737+00:00,2347.49,2347.7,3
2026-06-28 12:37:35.635737+00:00,2347.38,2347.73,7
2026-06-28 12:37:36.135737+00:00,2347.52,2347.85,4
2026-06-28 12:37:36.635737+00:00,2347.63,2347.84,7
2026-06-28 12:37:37.135737+00:00,2347.73,2347.96,5
2026-06-28 12:37:37.635737+00:00,2347.83,2348.13,5
2026-06-28 12:37:38.135737+00:00,2347.85,2348.06,5
2026-06-28 12:37:38.635737+00:00,2347.78,2348.07,2
2026-06-28 12:37:39.135737+00:00,2347.73,2348.04,6
2026-06-28 12:37:39.635737+00:00,2347.76,2348.05,1
2026-06-28 12:37:40.135737+00:00,2347.72,2347.94,1
2026-06-28 12:37:40.635737+00:00,2347.76,2348.02,7
2026-06-28 12:37:41.135737+00:00,2347.69,2347.92,6
2026-06-28 12:37:41.635737+00:00,2347.5,2347.83,1
2026-06-28 12:37:42.135737+00:00,2347.52,2347.74,1
2026-06-28 12:37:42.635737+00:00,2347.56,2347.78,7
2026-06-28 12:37:43.135737+00:00,2347.53,2347.8,1
2026-06-28 12:37:43.635737+00:00,2347.43,2347.69,7
2026-06-28 12:37:44.135737+00:00,2347.44,2347.66,4
2026-06-28 12:37:44.635737+00:00,2347.46,2347.71,4
2026-06-28 12:37:45.135737+00:00,2347.49,2347.77,4
2026-06-28 12:37:45.635737+00:00,2347.5,2347.74,6
2026-06-28 12:37:46.135737+00:00,2347.52,2347.82,2
2026-06-28 12:37:46.635737+00:00,2347.59,2347.8,5
2026-06-28 12:37:47.135737+00:00,2347.62,2347.89,6
2026-06-28 12:37:47.635737+00:00,2347.55,2347.9,2
2026-06-28 12:37:48.135737+00:00,2347.87,2348.09,6
2026-06-28 12:37:48.635737+00:00,2347.85,2348.09,1
2026-06-28 12:37:49.135737+00:00,2347.88,2348.22,3
2026-06-28 12:37:49.635737+00:00,2347.95,2348.16,7
2026-06-28 12:37:50.135737+00:00,2347.85,2348.14,5
2026-06-28 12:37:50.635737+00:00,2347.81,2348.1,7
2026-06-28 12:37:51.135737+00:00,2347.85,2348.17,5
2026-06-28 12:37:51.635737+00:00,2347.81,2348.02,5
2026-06-28 12:37:52.135737+00:00,2347.84,2348.08,5
2026-06-28 12:37:52.635737+00:00,2347.86,2348.18,3
2026-06-28 12:37:53.135737+00:00,2347.9,2348.11,1
2026-06-28 12:37:53.635737+00:00,2347.84,2348.06,1
2026-06-28 12:37:54.135737+00:00,2347.81,2348.08,7
2026-06-28 12:37:54.635737+00:00,2347.9,2348.19,7
2026-06-28 12:37:55.135737+00:00,2347.88,2348.12,5
2026-06-28 12:37:55.635737+00:00,2347.93,2348.27,2
2026-06-28 12:37:56.135737+00:00,2347.98,2348.25,5
2026-06-28 12:37:56.635737+00:00,2348.05,2348.36,1
2026-06-28 12:37:57.135737+00:00,2348.04,2348.32,4
2026-06-28 12:37:57.635737+00:00,2347.88,2348.32,5
2026-06-28 12:37:58.135737+00:00,2348.16,2348.38,2
2026-06-28 12:37:58.635737+00:00,2348.07,2348.27,6
2026-06-28 12:37:59.135737+00:00,2348.25,2348.46,4
2026-06-28 12:37:59.635737+00:00,2348.36,2348.57,6
2026-06-28 12:38:00.135737+00:00,2348.36,2348.6,7
2026-06-28 12:38:00.635737+00:00,2348.42,2348.64,3
2026-06-28 12:38:01.135737+00:00,2348.35,2348.57,2
2026-06-28 12:38:01.635737+00:00,2348.33,2348.57,5
2026-06-28 12:38:02.135737+00:00,2348.4,2348.61,7
2026-06-28 12:38:02.635737+00:00,2348.34,2348.66,1
2026-06-28 12:38:03.135737+00:00,2348.29,2348.64,2
2026-06-28 12:38:03.635737+00:00,2348.32,2348.55,4
2026-06-28 12:38:04.135737+00:00,2348.3,2348.58,6
2026-06-28 12:38:04.635737+00:00,2348.29,2348.56,3
2026-06-28 12:38:05.135737+00:00,2348.23,2348.58,2
2026-06-28 12:38:05.635737+00:00,2348.14,2348.5,5
2026-06-28 12:38:06.135737+00:00,2348.15,2348.39,1
2026-06-28 12:38:06.635737+00:00,2348.14,2348.38,2
2026-06-28 12:38:07.135737+00:00,2348.0,2348.24,6
2026-06-28 12:38:07.635737+00:00,2348.02,2348.31,4
2026-06-28 12:38:08.135737+00:00,2347.99,2348.29,1
2026-06-28 12:38:08.635737+00:00,2347.93,2348.2,5
2026-06-28 12:38:09.135737+00:00,2348.04,2348.27,3
2026-06-28 12:38:09.635737+00:00,2347.82,2348.17,6
2026-06-28 12:38:10.135737+00:00,2347.8,2348.02,1
2026-06-28 12:38:10.635737+00:00,2347.7,2347.91,2
2026-06-28 12:38:11.135737+00:00,2347.66,2347.98,7
2026-06-28 12:38:11.635737+00:00,2347.8,2348.12,7
2026-06-28 12:38:12.135737+00:00,2347.88,2348.14,3
2026-06-28 12:38:12.635737+00:00,2347.82,2348.07,7
2026-06-28 12:38:13.135737+00:00,2347.83,2348.03,1
2026-06-28 12:38:13.635737+00:00,2347.77,2347.99,1
2026-06-28 12:38:14.135737+00:00,2347.79,2348.01,3
2026-06-28 12:38:14.635737+00:00,2347.77,2348.09,1
2026-06-28 12:38:15.135737+00:00,2347.81,2348.02,4
2026-06-28 12:38:15.635737+00:00,2347.7,2348.04,1
2026-06-28 12:38:16.135737+00:00,2347.69,2347.93,2
2026-06-28 12:38:16.635737+00:00,2347.57,2347.84,2
2026-06-28 12:38:17.135737+00:00,2347.52,2347.84,5
2026-06-28 12:38:17.635737+00:00,2347.54,2347.77,6
2026-06-28 12:38:18.135737+00:00,2347.3,2347.6,5
2026-06-28 12:38:18.635737+00:00,2347.36,2347.63,1
